ERR1971301_pass.sam	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	9	2	8	0	0	0	0	1	0	1	0	0	6	11	33	6	12	2	10	26	33	20	3	9	6	22	32	21	21	9	24	27	95	173	151	1754	106020	944421	1460922	696973	106020	1754	151	173	95	27	24	9	21	21	32	22	6	9	3	20	33	26	10	2	12	6	33	11	6	0	0	1	0	1	0	0	0	0	8	2	9	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160
ERR1971302_pass.sam	157	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	6	0	5	0	4	8	7	0	1	4	2	0	0	2	0	0	6	3	8	53	36	373	43519	551980	928016	382764	43519	373	36	53	8	3	6	0	0	2	0	0	2	4	1	0	7	8	4	0	5	0	6	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	157
ERR1971305_pass.sam	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	2	8	3	0	4	20	3	0	0	0	0	10	15	0	0	0	0	0	14	6	1	0	0	0	0	0	0	7	1	0	0	0	13	25	35	0	0	13	9	17	18	0	10	13	14	1	0	3	13	8	64	25	101	220	157	8237	175960	155660	428300	142474	175960	8237	157	220	101	25	64	8	13	3	0	1	14	13	10	0	18	17	9	13	0	0	35	25	13	0	0	0	1	7	0	0	0	0	0	0	1	6	14	0	0	0	0	0	15	10	0	0	0	0	3	20	4	0	3	8	2	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291
ERR1971306_pass.sam	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	21	3	13	9	38	4	13	1	0	0	0	0	0	0	0	0	0	0	0	12	16	0	0	0	0	0	0	0	0	0	1	1	0	12	21	28	0	0	1	12	25	37	0	7	10	15	30	18	6	20	3	47	18	80	321	253	3563	227648	447100	947908	392590	227648	3563	253	321	80	18	47	3	20	6	18	30	15	10	7	0	37	25	12	1	0	0	28	21	12	0	1	1	0	0	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0	0	0	0	0	0	1	13	4	38	9	13	3	21	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717
ERR1971307_pass.sam	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	19	0	0	12	45	3	0	0	0	0	0	0	0	0	0	1	0	0	1	10	7	0	0	0	1	19	4	0	0	0	0	1	0	0	9	20	0	0	1	16	27	3	3	0	0	0	1	20	13	0	1	32	35	63	210	203	11596	260596	305795	529836	270945	260596	11596	203	210	63	35	32	1	0	13	20	1	0	0	0	3	3	27	16	1	0	0	20	9	0	0	1	0	0	0	0	4	19	1	0	0	0	7	10	1	0	0	1	0	0	0	0	0	0	0	0	0	3	45	12	0	0	19	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353
ERR1971310_pass.sam	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	3	0	0	1	1	6	0	0	0	3	0	0	2	9	11	10	15	0	0	0	0	8	0	0	0	1	10	15	22	24	24	1	22	29	46	25	22	26	11	34	16	68	96	26	51	67	188	345	329	6191	206858	345995	689622	319595	206858	6191	329	345	188	67	51	26	96	68	16	34	11	26	22	25	46	29	22	1	24	24	22	15	10	1	0	0	0	8	0	0	0	0	15	10	11	9	2	0	0	3	0	0	0	6	1	1	0	0	3	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226
ERR1971315_pass.sam	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	1	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	23	2	12	0	8	18	17	0	4	4	0	0	0	7	0	1	14	6	46	170	115	3688	153591	371634	476774	333262	153591	3688	115	170	46	6	14	1	0	7	0	0	0	4	4	0	17	18	8	0	12	2	23	13	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	0	0	0	1	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199
ERR1971316_pass.sam	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	15	1	7	6	21	5	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	8	22	0	13	3	18	35	24	0	1	13	0	0	0	11	8	0	0	12	76	199	169	4076	153661	464249	759676	395063	153661	4076	169	199	76	12	0	0	8	11	0	0	0	13	1	0	24	35	18	3	13	0	22	8	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	5	21	6	7	1	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293
ERR1971321_pass.sam	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	10	28	6	13	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	7	1	0	0	1	1	0	1	0	0	0	0	5	26	0	7	8	14	25	26	1	7	12	4	2	2	17	8	3	5	13	92	211	175	3201	169188	458832	775410	410020	169188	3201	175	211	92	13	5	3	8	17	2	2	4	12	7	1	26	25	14	8	7	0	26	5	0	0	0	0	1	0	1	1	0	0	1	7	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	13	6	28	10	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332
ERR1971322_pass.sam	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	1	1	0	0	0	1	9	13	6	6	0	1	6	11	1	2	4	3	10	7	14	8	1	5	8	25	70	79	219	34078	437378	808588	310154	34078	219	79	70	25	8	5	1	8	14	7	10	3	4	2	1	11	6	1	0	6	6	13	9	1	0	0	0	1	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
ERR1971326_pass.sam	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	1	16	4	0	0	0	0	2	0	0	0	0	0	0	1	5	6	0	7	0	0	0	0	0	0	0	0	0	2	9	22	3	14	0	2	18	16	15	3	4	3	12	12	20	44	7	20	14	53	128	117	461	71735	313740	768028	294560	71735	461	117	128	53	14	20	7	44	20	12	12	3	4	3	15	16	18	2	0	14	3	22	9	2	0	0	0	0	0	0	0	0	0	7	0	6	5	1	0	0	0	0	0	0	2	0	0	0	0	4	16	1	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232
ERR1971328_pass.sam	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	5	0	0	0	0	0	0	0	2	13	4	0	0	0	0	9	0	0	1	1	0	0	1	6	8	3	8	0	0	0	1	1	0	0	0	1	10	11	20	22	22	9	21	34	42	19	10	22	14	26	19	63	70	27	49	55	158	325	305	7163	167605	380609	857562	323053	167605	7163	305	325	158	55	49	27	70	63	19	26	14	22	10	19	42	34	21	9	22	22	20	11	10	1	0	0	0	1	1	0	0	0	8	3	8	6	1	0	0	1	1	0	0	9	0	0	0	0	4	13	2	0	0	0	0	0	0	0	5	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267
ERR1971329_pass.sam	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	2	0	0	0	0	0	1	1	2	2	0	8	0	0	0	0	1	0	0	0	0	6	8	6	8	3	0	4	11	7	6	9	8	5	13	11	13	19	3	17	26	69	99	98	1707	63655	199125	317778	164103	63655	1707	98	99	69	26	17	3	19	13	11	13	5	8	9	6	7	11	4	0	3	8	6	8	6	0	0	0	0	1	0	0	0	0	8	0	2	2	1	1	0	0	0	0	0	2	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
ERR1971331_pass.sam	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	26	6	0	0	0	0	0	0	0	0	0	0	0	1	4	7	8	30	0	0	0	0	0	0	0	10	19	13	26	41	11	28	5	21	53	34	33	19	32	22	47	35	52	41	18	28	64	226	422	403	6617	210323	686116	947480	605860	210323	6617	403	422	226	64	28	18	41	52	35	47	22	32	19	33	34	53	21	5	28	11	41	26	13	19	10	0	0	0	0	0	0	0	30	8	7	4	1	0	0	0	0	0	0	0	0	0	0	0	6	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702
ERR1971336_pass.sam	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	1	0	0	0	0	0	0	0	13	6	0	0	0	0	6	0	0	0	1	0	0	0	6	7	6	16	0	0	0	0	1	0	0	0	0	7	12	31	13	34	7	7	37	45	21	10	18	7	28	28	53	99	19	38	34	100	302	277	1552	167665	524970	1098598	464180	167665	1552	277	302	100	34	38	19	99	53	28	28	7	18	10	21	45	37	7	7	34	13	31	12	7	0	0	0	0	1	0	0	0	0	16	6	7	6	0	0	0	1	0	0	0	6	0	0	0	0	6	13	0	0	0	0	0	0	0	1	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489
ERR1971338_pass.sam	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7	0	0	0	0	5	0	0	0	1	0	0	2	9	5	3	20	1	0	0	1	1	1	0	0	0	10	15	30	27	20	4	18	34	33	21	15	17	14	26	29	47	104	14	34	40	148	287	256	3751	180970	703654	937634	598614	180970	3751	256	287	148	40	34	14	104	47	29	26	14	17	15	21	33	34	18	4	20	27	30	15	10	0	0	0	1	1	1	0	0	1	20	3	5	9	2	0	0	1	0	0	0	5	0	0	0	0	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382
ERR1971340_pass.sam	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	2	7	6	4	15	1	0	0	0	4	0	0	3	11	11	13	18	14	12	2	19	23	27	18	8	14	8	19	19	44	69	22	46	44	114	253	245	3950	132756	706508	860800	586758	132756	3950	245	253	114	44	46	22	69	44	19	19	8	14	8	18	27	23	19	2	12	14	18	13	11	11	3	0	0	4	0	0	0	1	15	4	6	7	2	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238
