3.851031569072588950e-02,2.243109210577529933e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.042064954188418914e-03,1.865323299429108919e-02,2.950874336808571516e-02,2.220703710007612131e-01,2.258809886902912387e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.606682911979662870e-02,5.259998772264933529e-03,8.996972419708941428e-05,0.000000000000000000e+00,0.000000000000000000e+00,9.118901764017047981e-03,3.271259204368638217e-05,2.411333991990103519e-05,3.351906145972384510e-02,4.873076067801417749e-02,1.248496117688439704e-02,2.938509443389677143e-03,2.142489141317504165e-03,0.000000000000000000e+00,2.958990931318076709e-02,1.088090037892908753e-03,6.998243597868518059e-03,1.673640771738702793e-01,4.144575071584376963e-02,2.002815062430739895e-02,4.374768231526373827e-03,6.402650615444996363e-03,2.197908005833901571e-02,1.363722448532264479e-02
4.452562202250147372e-02,2.079258394781299257e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.300121722208342177e-03,2.017631507658866966e-02,3.492292187087715077e-02,1.973354082784349317e-01,2.376662724697711088e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.550269905078201921e-02,7.361774448057424244e-03,7.113387378398690895e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.125241843857630042e-02,5.533520407746361195e-05,8.904747374804715605e-05,3.491997925727049340e-02,5.321278949910397682e-02,1.474284587618084584e-02,4.038602354201086507e-03,2.284056681490835138e-03,0.000000000000000000e+00,2.964294455455928484e-02,1.522177675689536649e-03,6.029673198373975383e-03,1.737622901158863420e-01,4.392001338455419485e-02,1.936289226607403047e-02,6.359562458445108292e-03,7.844496728136066480e-03,1.758125344577415525e-02,2.049115831951721367e-02
3.871771768888539189e-02,2.167224758519603889e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.979836124424153881e-04,1.806934791599715609e-02,3.063292001682737728e-02,2.084012729806841713e-01,2.257124183042900217e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.782147319633219790e-02,5.465089279671936882e-03,7.330944550383483083e-05,0.000000000000000000e+00,0.000000000000000000e+00,9.309220669656240177e-03,3.271689165785726661e-05,7.655369202810586443e-05,3.294380095125819252e-02,5.053367329027023958e-02,1.302785648406726456e-02,3.077477967712852463e-03,2.293362755052943958e-03,0.000000000000000000e+00,3.309633692688834783e-02,1.130587959947788098e-03,6.864821886091550078e-03,1.723764678702417730e-01,4.555164216804416522e-02,2.264250999451605795e-02,4.182243529775104413e-03,5.934516338743515800e-03,2.400865731884084184e-02,1.344472148647330757e-02
4.051362489558435476e-02,1.975398991595016529e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.119194135317928525e-03,2.354690362359187703e-02,3.346363518085472555e-02,1.819148420788105347e-01,2.242895518184553558e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.767344351506649341e-02,7.678451445649674481e-03,5.490748730815873821e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.108946440880877703e-02,4.204588766258168504e-05,6.273596277751243328e-05,3.265199495615689340e-02,5.278444690559264824e-02,1.465507577640709665e-02,4.030057399862800940e-03,2.484625339448467887e-03,0.000000000000000000e+00,3.640333587861972059e-02,1.249206875014896361e-03,6.684255573959849324e-03,1.777328044687817299e-01,5.272148716552682579e-02,2.226784672312725685e-02,7.015112159535885801e-03,8.253419215799383257e-03,2.002009896740786221e-02,2.391812963197890995e-02
3.499482039152022189e-02,2.271873608819823809e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.402052505874409985e-04,1.781365111238901108e-02,2.808948674681236921e-02,2.230325562484600510e-01,2.088024652766803588e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.650405299886086030e-02,4.991328561282532342e-03,8.919246517747570434e-05,0.000000000000000000e+00,0.000000000000000000e+00,8.413807262639017015e-03,2.603166550081253408e-05,1.208875082872436441e-04,3.132742290032364263e-02,4.655544533553290787e-02,1.168336712566894232e-02,2.704781250625920477e-03,2.113349351427091898e-03,0.000000000000000000e+00,3.178787868334882749e-02,9.437739820030343002e-04,6.787656148020829519e-03,1.741299606213610185e-01,4.298858744575774493e-02,2.065153574878078255e-02,4.016730825032646841e-03,5.660761194738395813e-03,2.250785233801933655e-02,1.315726942819141210e-02
3.432585559862174479e-02,2.217514223884837488e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.185596941253284577e-04,1.951033945828900898e-02,2.801806535765536538e-02,2.185894146752428713e-01,2.067457201692037005e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.683890796192136566e-02,5.562081446779934199e-03,8.582052440119880381e-05,0.000000000000000000e+00,0.000000000000000000e+00,8.485328188396860927e-03,2.534441696834293707e-05,3.690703507251383324e-05,3.037386986675521747e-02,4.581289343930047830e-02,1.165966722565466018e-02,2.875312437200902311e-03,2.134488128501675804e-03,0.000000000000000000e+00,3.361224485192274014e-02,9.001431847455765344e-04,6.756908958301497022e-03,1.746742182017215206e-01,4.626883213379597015e-02,2.120060708183408443e-02,4.655093118906601483e-03,6.193449812076341245e-03,2.238526754253353929e-02,1.577438525387055146e-02
3.444641120722846672e-02,2.452063757578293313e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.787683110681687228e-04,1.178561779051062915e-02,2.698198191345528921e-02,2.389768105309869328e-01,2.054204722980503689e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.217417872372857438e-02,4.217837941027762980e-03,8.392417774267563093e-05,0.000000000000000000e+00,0.000000000000000000e+00,8.487146744909572493e-03,2.466607676298350290e-05,6.531545977885528178e-05,2.983817955086675786e-02,4.566978762391098179e-02,1.086784171658673401e-02,2.153752603444051335e-03,2.012831404934594184e-03,0.000000000000000000e+00,2.135824156353635650e-02,8.041602696707213531e-04,4.849866874244027418e-03,2.034583886552867316e-01,2.819426855213464159e-02,1.498773567008918409e-02,3.097348934067409992e-03,4.605806487916863645e-03,1.466183975453090246e-02,9.668868473945763445e-03
3.642214299981599845e-02,2.223159794275126055e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.380604949229848655e-04,1.914960947741689568e-02,2.945293719456119896e-02,2.179001106295767598e-01,2.222235562841576306e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.780260644383104343e-02,5.433258653188811037e-03,8.900230567373927648e-05,0.000000000000000000e+00,0.000000000000000000e+00,8.895579035140268112e-03,2.761104699855040711e-05,1.760677805764509086e-04,3.268805656690016576e-02,4.884736746152146952e-02,1.240344184063824941e-02,2.801065284721173439e-03,2.316126797020563212e-03,0.000000000000000000e+00,3.306854069510215682e-02,9.192974468286544982e-04,7.433258352800705196e-03,1.631548042906818263e-01,4.526286309672873653e-02,2.197432920461015946e-02,4.237631049551086708e-03,6.345613548052335233e-03,2.394949084294544991e-02,1.377279240426620456e-02
3.500234829544422721e-02,2.192052894909900518e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.028259967310646126e-04,1.907040834469580365e-02,2.957142026511967378e-02,2.101768130636553489e-01,2.023805898039767251e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.530850008991385854e-02,6.554332764618005583e-03,8.489847140456056851e-05,0.000000000000000000e+00,0.000000000000000000e+00,9.749903108235648611e-03,2.842854624595239426e-05,6.196979408781627067e-05,2.970880607014088001e-02,4.679007631693885699e-02,1.221918101933118332e-02,3.130764810412977901e-03,2.223156683717076448e-03,0.000000000000000000e+00,3.205772307489827833e-02,8.668781232330977343e-04,5.843001733532316930e-03,1.902308770682209493e-01,4.303697245659571236e-02,1.918676782432440775e-02,5.520319735591749932e-03,6.887095762799057622e-03,1.707395801618966091e-02,1.936922409253413052e-02
4.501881991285831136e-02,2.058185053040222368e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.360053281691703773e-03,2.066612607970692850e-02,3.507681882315322186e-02,1.963983615432471075e-01,2.402947556128692125e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.559786739701803961e-02,7.279076558392449242e-03,6.761695312634574987e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.128233345554422069e-02,5.911267328979349862e-05,6.437603522985135254e-05,3.524946933516372172e-02,5.419437869383964684e-02,1.495081605255510308e-02,4.148692044543041829e-03,2.316004439295276350e-03,0.000000000000000000e+00,2.872437215658833407e-02,1.578224085153139781e-03,6.110832760001511446e-03,1.738171756875497298e-01,4.394695795261496785e-02,1.940913398712374588e-02,6.475515307614684857e-03,7.945492735024912642e-03,1.773149300680578258e-02,2.068289817755926061e-02
3.515963737017423207e-02,1.676810502154255089e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.881124737315218072e-03,4.251400619562825667e-02,3.037480184284728837e-02,1.557975601427051271e-01,2.090959479901615542e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.870338038035872771e-02,7.957968483193297166e-03,5.363884597437858622e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.004938471190968373e-02,3.577007335142004231e-05,5.766419903036970211e-05,3.284524368891052204e-02,4.717984035964808281e-02,1.508732956018152271e-02,4.937148381344545929e-03,2.941261777139431936e-03,0.000000000000000000e+00,6.127832906591695883e-02,1.450382142894124111e-03,1.432583034630451231e-02,1.090807329688125438e-01,8.114573691799562005e-02,3.348081305300829036e-02,7.825828475938444856e-03,1.226148292271750373e-02,5.056984361625357915e-02,2.441461472600465338e-02
3.313169162772586218e-02,2.342015572974516235e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.350070233353765779e-04,1.647779075896251694e-02,2.694176680448268427e-02,2.370024088027006814e-01,2.027666633400958957e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.511379767109664179e-02,5.115889381812851501e-03,1.147435752217018499e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.899654509976861833e-03,2.371309980454250062e-05,8.619142673362166691e-05,2.947370986459888278e-02,4.346412612647956863e-02,1.070829516638258788e-02,2.555290699465113426e-03,1.971011896816599659e-03,0.000000000000000000e+00,2.978541460971322052e-02,8.421816043013902924e-04,6.104001987928753085e-03,1.760863746853379985e-01,4.017051504231933245e-02,1.913734336359368057e-02,3.885764899156801417e-03,5.408008969016020809e-03,2.018981443657302810e-02,1.309726833500245331e-02
3.964185881135277867e-02,2.130039860220837300e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.040692918698910528e-03,1.865465831614208925e-02,3.240587975855680619e-02,2.011112864007677248e-01,2.314841405795465060e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.965565937399110091e-02,6.042481762924531430e-03,5.879950614197213568e-05,0.000000000000000000e+00,0.000000000000000000e+00,9.986813969385215095e-03,2.800836955133891184e-05,3.379074262000242496e-05,3.437815428128218609e-02,5.369538478293046230e-02,1.415723696283064346e-02,2.995062736243820842e-03,2.604623483281608230e-03,0.000000000000000000e+00,3.552006454284819398e-02,1.010051504268090917e-03,7.725064557742965764e-03,1.633132766388519230e-01,4.563134925536948411e-02,2.390077823668422877e-02,4.396870015913865483e-03,6.796802655397882025e-03,2.485909815332016867e-02,1.420385218286364555e-02
